x,y,z,r,g,b,c,d,datetime
0.0184942167424543,-0.9850764488662374,0.08233893856624043,303.6,457.0,502.2,790.0,156,2019-05-06 17:39:57.312930
0.017212439344462416,-0.9867854853968933,0.08325449385052035,301.40000000000003,457.0,504.0,790.0,157,2019-05-06 17:39:57.551821
0.01770073549607837,-0.9866634113589893,0.08526871547593616,301.40000000000003,458.0,504.0,790.0,158,2019-05-06 17:39:57.790878
0.017334513382366405,-0.9870906704916532,0.08447523422956023,303.6,457.0,504.0,790.0,156,2019-05-06 17:39:58.029790
0.01770073549607837,-0.9857478560747093,0.08313241981261635,303.6,457.0,504.0,790.0,155,2019-05-06 17:39:58.268476
0.01794488357188635,-0.9861751152073732,0.08423108615375226,303.6,457.0,504.0,790.0,157,2019-05-06 17:39:58.507239
0.017273476363414413,-0.9864192632831813,0.08398693807794427,303.6,457.0,504.0,790.0,158,2019-05-06 17:39:58.745884
0.017273476363414413,-0.9860530411694692,0.08417004913480025,303.6,457.0,504.0,790.0,159,2019-05-06 17:39:58.984735
0.017029328287606435,-0.9862971892452772,0.08337656788842433,303.6,457.0,504.0,790.0,158,2019-05-06 17:39:59.223736
0.016296884060182502,-0.9861751152073732,0.08355967894528031,303.6,457.0,504.0,790.0,158,2019-05-06 17:39:59.462520
0.01599169896542253,-0.9866634113589893,0.08447523422956023,303.6,457.0,504.0,790.0,159,2019-05-06 17:39:59.701202
0.01684621723075045,-0.9853816339609973,0.08386486404004029,303.6,457.0,504.0,790.0,157,2019-05-06 17:39:59.940039
0.016479995117038484,-0.9858088930936613,0.08410901211584826,301.40000000000003,458.0,504.0,790.0,156,2019-05-06 17:40:00.178976
0.018860438856166267,-0.9845881527146214,0.0837427900021363,301.40000000000003,457.0,504.0,790.0,159,2019-05-06 17:40:00.417775
0.018555253761406293,-0.9862361522263252,0.08355967894528031,301.40000000000003,457.0,504.0,790.0,156,2019-05-06 17:40:00.656859
0.01641895809808649,-0.9855037079989013,0.08471938230536821,303.6,457.0,502.2,790.0,156,2019-05-06 17:40:00.895707
0.016479995117038484,-0.9862361522263252,0.0859401226844081,303.6,457.0,502.2,790.0,156,2019-05-06 17:40:01.134817
0.01586962492751854,-0.9856868190557573,0.08252204962309641,301.40000000000003,457.0,502.2,790.0,155,2019-05-06 17:40:01.373514
0.017456587420270394,-0.9854426709799493,0.08404797509689627,301.40000000000003,456.0,502.2,790.0,159,2019-05-06 17:40:01.612325
0.017334513382366405,-0.9864803003021333,0.08569597460860012,301.40000000000003,456.0,502.2,780.0,156,2019-05-06 17:40:01.850988
0.01770073549607837,-0.9862971892452772,0.0836207159642323,299.20000000000005,456.0,502.2,780.0,160,2019-05-06 17:40:02.090225
0.018555253761406293,-0.9862361522263252,0.08459730826746421,301.40000000000003,455.0,502.2,780.0,156,2019-05-06 17:40:02.329001
0.017578661458174383,-0.9855037079989013,0.08453627124851222,299.20000000000005,455.0,502.2,780.0,157,2019-05-06 17:40:02.567744
0.017151402325510424,-0.9862971892452772,0.08398693807794427,301.40000000000003,455.0,502.2,780.0,158,2019-05-06 17:40:02.806525
0.01770073549607837,-0.9864803003021333,0.08417004913480025,299.20000000000005,454.0,500.40000000000003,780.0,159,2019-05-06 17:40:03.045343
0.018250068666646323,-0.9847102267525254,0.08386486404004029,299.20000000000005,454.0,500.40000000000003,780.0,159,2019-05-06 17:40:03.284054
0.01672414319284646,-0.9861140781884212,0.08612323374126407,297.0,453.0,500.40000000000003,780.0,157,2019-05-06 17:40:03.522713
